0000 552952 0.763918 0.179564 -107.743385	-194.851244	1500 1500 1500 950
0000 604833 0.759854 0.185854 -107.748428	-0.097204	1500 1500 1500 950
0000 655462 0.754812 0.191354 -107.753784	-0.105786	1500 1500 1500 950
0000 706488 0.747740 0.196508 -107.760170	-0.125148	1500 1500 1500 950
0000 755805 0.741418 0.196128 -107.765747	-0.113087	1500 1500 1500 950
0000 806098 0.739574 0.195360 -107.771194	-0.108313	1500 1500 1500 950
0000 856208 0.739355 0.195311 -107.776855	-0.112972	1500 1500 1500 950
0000 908180 0.740444 0.193974 -107.781578	-0.090868	1500 1500 1500 950
0000 957497 0.739613 0.189870 -107.787239	-0.114788	1500 1500 1500 950
0001 006661 0.740569 0.186951 -107.791290	-0.082402	1500 1500 1500 950
0001 057016 0.744601 0.179963 -107.796310	-0.099695	1500 1500 1500 950
0001 107157 0.751938 0.173560 -107.800354	-0.080644	1500 1500 1500 950
0001 157664 0.759376 0.169008 -107.805641	-0.104682	1500 1500 1500 950
0001 209880 0.767203 0.165786 -107.810120	-0.085768	1500 1500 1500 950
0001 260204 0.771041 0.163598 -107.814377	-0.084596	1500 1500 1500 950
0001 310589 0.773698 0.162326 -107.819946	-0.110538	1500 1500 1500 950
0001 360363 0.778911 0.164628 -107.824966	-0.100859	1500 1500 1500 950
0001 410748 0.780740 0.167438 -107.829887	-0.097667	1500 1500 1500 950
0001 461286 0.780018 0.172086 -107.835693	-0.114883	1500 1500 1500 950
0001 511060 0.775614 0.176200 -107.840279	-0.092122	1500 1500 1500 950
0001 561201 0.769186 0.179713 -107.845161	-0.097382	1500 1500 1500 950
0001 611556 0.765436 0.186133 -107.851097	-0.117876	1500 1500 1500 950
0001 661544 0.760912 0.191537 -107.856461	-0.107295	1500 1500 1500 950
0001 712905 0.756886 0.196746 -107.861404	-0.096257	1500 1500 1500 950
0001 762070 0.751686 0.199898 -107.866257	-0.098694	1500 1500 1500 950
0001 812516 0.744951 0.201291 -107.870880	-0.091651	1500 1500 1500 950
0001 862412 0.739929 0.200540 -107.876434	-0.111316	1500 1500 1500 950
0001 914537 0.740305 0.198869 -107.881882	-0.104506	1500 1500 1500 950
0001 963487 0.741960 0.196637 -107.886841	-0.101310	1500 1500 1500 950
0002 013170 0.743655 0.192633 -107.892082	-0.105497	1500 1500 1500 950
0002 063372 0.745654 0.185768 -107.896873	-0.095440	1500 1500 1500 950
0002 113696 0.749030 0.179655 -107.901268	-0.087325	1500 1500 1500 950
0002 164173 0.755090 0.174721 -107.907692	-0.127265	1500 1500 1500 950
0002 215260 0.762044 0.170728 -107.913322	-0.110214	1500 1500 1500 950
0002 264180 0.768058 0.169897 -107.917793	-0.091391	1500 1500 1500 950
0002 314992 0.772513 0.168265 -107.922188	-0.086486	1500 1500 1500 950
0002 365072 0.772895 0.166885 -107.927315	-0.102375	1500 1500 1500 950
0002 415151 0.774197 0.167325 -107.931168	-0.076935	1500 1500 1500 950
0002 465445 0.774902 0.171341 -107.935966	-0.095417	1500 1500 1500 950
0002 515708 0.775152 0.177870 -107.941666	-0.113387	1500 1500 1500 950
0002 565879 0.771521 0.182543 -107.947723	-0.120742	1500 1500 1500 950
0002 616020 0.766485 0.187462 -107.952431	-0.093882	1500 1500 1500 950
0002 666313 0.760138 0.192170 -107.957848	-0.107706	1500 1500 1500 950
0002 717095 0.754969 0.197246 -107.962769	-0.096904	1500 1500 1500 950
0002 766717 0.751295 0.201533 -107.967445	-0.094249	1500 1500 1500 950
0002 816888 0.747275 0.202985 -107.974266	-0.135949	1500 1500 1500 950
0002 867273 0.742125 0.201462 -107.978813	-0.090247	1500 1500 1500 950
0002 918788 0.738111 0.199336 -107.983406	-0.089156	1500 1500 1500 950
0002 968410 0.737248 0.196217 -107.988358	-0.099784	1500 1500 1500 950
0003 017879 0.740619 0.194003 -107.993057	-0.095003	1500 1500 1500 950
0003 068142 0.744315 0.189783 -107.998718	-0.112628	1500 1500 1500 950
0003 118283 0.747397 0.181354 -108.003067	-0.086731	1500 1500 1500 950
0003 168637 0.754016 0.175495 -108.008087	-0.099697	1500 1500 1500 950
0003 219388 0.760638 0.172708 -108.013443	-0.105532	1500 1500 1500 950
0003 269041 0.767587 0.169799 -108.017975	-0.091271	1500 1500 1500 950
0003 319914 0.776100 0.168419 -108.023155	-0.101829	1500 1500 1500 950
0003 369689 0.780690 0.167353 -108.026276	-0.062691	1500 1500 1500 950
0003 420013 0.781107 0.168237 -108.031158	-0.097028	1500 1500 1500 950
0003 470337 0.782483 0.171629 -108.035767	-0.091570	1500 1500 1500 950
0003 520599 0.781504 0.176543 -108.038589	-0.056163	1500 1500 1500 950
0003 570984 0.780825 0.183653 -108.043816	-0.103724	1500 1500 1500 950
0003 621339 0.778246 0.189137 -108.049004	-0.103028	1500 1500 1500 950
0003 671510 0.771335 0.192865 -108.054497	-0.109489	1500 1500 1500 950
0003 722261 0.762894 0.196850 -108.059189	-0.092453	1500 1500 1500 950
0003 771914 0.757530 0.202878 -108.065254	-0.122155	1500 1500 1000 950
0003 822024 0.751821 0.205704 -108.070969	-0.114037	1500 1500 1000 950
0003 872440 0.756689 0.174817 -108.075768	-0.095186	1500 1500 1000 950
0003 923801 0.766175 0.117258 -108.079010	-0.063131	1500 1500 1000 950
0003 972904 0.782608 0.077900 -108.082184	-0.064636	1500 1500 1000 950
0004 022984 0.825342 0.070657 -108.083679	-0.029859	1500 1500 1000 950
0004 072942 0.859811 0.075210 -108.085419	-0.034819	1500 1500 1000 950
0004 123388 0.881279 0.076433 -108.087128	-0.033878	1500 1500 1000 950
0004 174505 0.911397 0.087968 -108.089149	-0.039552	1500 1500 1000 950
