0000 538152 0.959530 0.069569 107.204575	199.208727	1500 1500 1500 950
0000 588751 0.957837 0.070667 107.160545	-0.870160	1500 1500 1500 950
0000 642554 0.957821 0.073511 107.116249	-0.823305	1500 1500 1500 950
0000 691047 0.958733 0.074589 107.072533	-0.901500	1500 1500 1500 950
0000 739448 0.957742 0.074868 107.028130	-0.917400	1500 1500 1500 950
0000 790505 0.958412 0.076577 106.985779	-0.829480	1500 1500 1500 950
0000 840371 0.958301 0.076961 106.943489	-0.848067	1500 1500 1500 950
0000 892038 0.959232 0.077269 106.900040	-0.840951	1500 1500 1500 950
0000 943918 0.960306 0.075691 106.854294	-0.881763	1500 1500 1500 950
0000 992472 0.959067 0.076571 106.812683	-0.856999	1500 1500 1500 950
0001 043071 0.958242 0.076491 106.767677	-0.889460	1500 1500 1500 950
0001 093334 0.960137 0.075593 106.727409	-0.801145	1500 1500 1500 950
0001 142406 0.959485 0.075708 106.683853	-0.887598	1500 1500 1500 950
0001 192791 0.958895 0.075515 106.641006	-0.850386	1500 1500 1500 950
0001 242871 0.961037 0.076250 106.597412	-0.870494	1500 1500 1500 950
0001 293165 0.961190 0.077480 106.555199	-0.839334	1500 1500 1500 950
0001 343245 0.962892 0.077635 106.511871	-0.865162	1500 1500 1500 950
0001 393447 0.961993 0.077512 106.469124	-0.851510	1500 1500 1500 950
0001 445296 0.963907 0.077502 106.426727	-0.817693	1500 1500 1500 950
0001 493789 0.966942 0.077328 106.383827	-0.884666	1500 1500 1500 950
0001 543900 0.966909 0.078438 106.339981	-0.874980	1500 1500 1500 950
0001 594620 0.965598 0.077514 106.297241	-0.842663	1500 1500 1500 950
0001 647386 0.964406 0.077341 106.253944	-0.820544	1500 1500 1500 950
0001 696459 0.965568 0.075278 106.211479	-0.865348	1500 1500 1500 950
0001 745013 0.964507 0.075175 106.169540	-0.863755	1500 1500 1500 950
0001 795306 0.963828 0.074476 106.126450	-0.856796	1500 1500 1500 950
0001 845630 0.963121 0.073158 106.084160	-0.840349	1500 1500 1500 950
0001 896442 0.963645 0.071672 106.041367	-0.842188	1500 1500 1500 950
0001 948018 0.960988 0.072412 105.996971	-0.860777	1500 1500 1500 950
0001 996724 0.961482 0.072380 105.955597	-0.849468	1500 1500 1500 950
0002 047872 0.961852 0.072406 105.911736	-0.857539	1500 1500 1500 950
0002 097006 0.962392 0.073222 105.869980	-0.849833	1500 1500 1500 950
0002 147421 0.960978 0.074509 105.827339	-0.845794	1500 1500 1500 950
0002 197715 0.962165 0.075493 105.786247	-0.817034	1500 1500 1500 950
0002 248466 0.961814 0.075846 105.743759	-0.837187	1500 1500 1500 950
0002 298363 0.964153 0.075816 105.700836	-0.860232	1500 1500 1500 950
0002 349145 0.965734 0.077177 105.657150	-0.860264	1500 1500 1500 950
0002 399041 0.965785 0.076726 105.615082	-0.843123	1500 1500 1500 950
0002 451074 0.967404 0.074297 105.572243	-0.823305	1500 1500 1500 950
0002 499506 0.966692 0.074282 105.530342	-0.865144	1500 1500 1500 950
0002 549983 0.966527 0.072011 105.488358	-0.831756	1500 1500 1500 950
0002 599757 0.969159 0.070819 105.445129	-0.868489	1500 1500 1500 950
0002 653377 0.970464 0.071840 105.401100	-0.821135	1500 1500 1500 950
0002 701657 0.971534 0.072115 105.358337	-0.885724	1500 1500 1500 950
0002 751035 0.971537 0.072299 105.315819	-0.861084	1500 1500 1500 950
0002 801328 0.972025 0.072380 105.274452	-0.822512	1500 1500 1500 950
0002 851713 0.971490 0.072610 105.230133	-0.879610	1500 1500 1500 950
0002 902525 0.971081 0.073716 105.186775	-0.853299	1500 1500 1500 950
0002 953307 0.971789 0.072846 105.143059	-0.860865	1500 1500 1500 950
0003 002502 0.972522 0.072943 105.102257	-0.829393	1500 1500 1500 950
0003 054504 0.972476 0.073347 105.057899	-0.852992	1500 1500 1500 950
0003 103364 0.972066 0.074151 105.017899	-0.818684	1500 1500 1500 950
0003 153688 0.972066 0.075148 104.974831	-0.855813	1500 1500 1500 950
0003 204347 0.973610 0.074558 104.933365	-0.818527	1500 1500 1500 950
0003 254427 0.972569 0.073214 104.890305	-0.859830	1500 1500 1500 950
0003 304660 0.972535 0.074022 104.847137	-0.859338	1500 1500 1500 950
0003 354831 0.970397 0.074064 104.803596	-0.867851	1500 1500 1500 950
0003 404941 0.969070 0.072251 104.759262	-0.884742	1500 1500 1500 950
0003 456211 0.968174 0.072611 104.716469	-0.834665	1500 1500 1500 950
0003 505345 0.967682 0.074576 104.673172	-0.881199	1500 1500 1500 950
0003 555700 0.965572 0.073208 104.630913	-0.839226	1500 1500 1500 950
0003 605932 0.965058 0.073812 104.588997	-0.834446	1500 1500 1500 950
0003 658514 0.966798 0.073516 104.546928	-0.800055	1500 1500 1500 950
0003 706580 0.966177 0.072754 104.505463	-0.862684	1500 1500 1500 950
0003 756751 0.966089 0.073547 104.464180	-0.822839	1500 1500 1500 950
0003 806892 0.966084 0.072676 104.421227	-0.856654	1500 1500 1500 950
0003 857186 0.965830 0.072250 104.379128	-0.837058	1500 1500 1500 950
0003 907968 0.965854 0.071562 104.335129	-0.866424	1500 1500 1500 950
0003 958505 0.968702 0.073077 104.290878	-0.875606	1500 1500 1500 950
0004 007975 0.968870 0.073056 104.249077	-0.844986	1500 1500 1500 950
0004 059214 0.966813 0.074404 104.206619	-0.828618	1500 1500 1500 950
0004 108623 0.965996 0.074350 104.166641	-0.809124	1500 1500 1500 950
