0000 519292 0.479563 0.769326 -62.976635	-121.274033	1500 1500 1500 950
0000 572301 0.480693 0.769328 -63.134830	-2.984314	1500 1500 1500 950
0000 622808 0.480351 0.772431 -63.292793	-3.127543	1500 1500 1500 950
0000 673071 0.480101 0.775046 -63.450180	-3.131265	1500 1500 1500 950
0000 723273 0.478921 0.775785 -63.607323	-3.130207	1500 1500 1500 950
0000 773658 0.478935 0.775717 -63.762947	-3.088705	1500 1500 1500 950
0000 823677 0.478807 0.777600 -63.919521	-3.130295	1500 1500 1500 950
0000 874703 0.478744 0.780410 -64.076927	-3.084817	1500 1500 1500 950
0000 924019 0.479972 0.779742 -64.233482	-3.174531	1500 1500 1500 950
0000 974282 0.481657 0.780119 -64.389450	-3.103032	1500 1500 1500 950
0001 024515 0.482599 0.777488 -64.546860	-3.133591	1500 1500 1500 950
0001 076609 0.480775 0.776239 -64.702164	-2.981225	1500 1500 1500 950
0001 125712 0.482270 0.775663 -64.857246	-3.158314	1500 1500 1500 950
0001 175212 0.482366 0.772857 -65.013512	-3.156874	1500 1500 1500 950
0001 225292 0.481508 0.770049 -65.171242	-3.149563	1500 1500 1500 950
0001 275463 0.481055 0.768170 -65.326675	-3.098078	1500 1500 1500 950
0001 325787 0.479980 0.767909 -65.482010	-3.086688	1500 1500 1500 950
0001 376630 0.480721 0.766251 -65.644859	-3.202986	1500 1500 1500 950
0001 426282 0.480470 0.766037 -65.794067	-3.005077	1500 1500 1500 950
0001 476728 0.480615 0.765891 -65.957375	-3.237267	1500 1500 1500 950
0001 526564 0.479744 0.764385 -66.105850	-2.979285	1500 1500 1500 950
0001 576796 0.478933 0.765944 -66.262352	-3.115579	1500 1500 1500 950
0001 627242 0.478916 0.765919 -66.420532	-3.135635	1500 1500 1500 950
0001 677230 0.479754 0.766956 -66.577431	-3.138723	1500 1500 1500 950
0001 727524 0.479130 0.768565 -66.732399	-3.081247	1500 1500 1500 950
0001 777665 0.478433 0.769617 -66.888817	-3.119560	1500 1500 1500 950
0001 827897 0.479538 0.770905 -67.044998	-3.109200	1500 1500 1500 950
0001 879198 0.479994 0.772740 -67.202263	-3.065529	1500 1500 1500 950
0001 928392 0.479354 0.773511 -67.359200	-3.190158	1500 1500 1500 950
0001 978564 0.478464 0.776238 -67.516136	-3.127973	1500 1500 1500 950
0002 029101 0.478549 0.777557 -67.672951	-3.102966	1500 1500 1500 950
0002 080707 0.477986 0.777325 -67.829399	-3.031593	1500 1500 1500 950
0002 130146 0.478027 0.776453 -67.986298	-3.173578	1500 1500 1500 950
0002 179707 0.478079 0.776105 -68.143272	-3.167305	1500 1500 1500 950
0002 229970 0.480395 0.776665 -68.300819	-3.134453	1500 1500 1500 950
0002 280233 0.480246 0.774814 -68.457939	-3.125953	1500 1500 1500 950
0002 330679 0.479436 0.771739 -68.614777	-3.109017	1500 1500 1500 950
0002 381857 0.481486 0.770474 -68.778099	-3.191263	1500 1500 1500 950
0002 430838 0.480478 0.769619 -68.928886	-3.078487	1500 1500 1500 950
0002 481528 0.481185 0.770413 -69.092537	-3.228458	1500 1500 1500 950
0002 531425 0.481314 0.771238 -69.243118	-3.017844	1500 1500 1500 950
0002 581810 0.482694 0.770077 -69.398521	-3.084314	1500 1500 1500 950
0002 631951 0.482270 0.771689 -69.555367	-3.128081	1500 1500 1500 950
0002 682244 0.482396 0.770858 -69.712624	-3.126818	1500 1500 1500 950
0002 732477 0.483147 0.770282 -69.868286	-3.098810	1500 1500 1500 950
0002 782617 0.482099 0.770345 -70.024948	-3.124491	1500 1500 1500 950
0002 832941 0.481051 0.771629 -70.181023	-3.101393	1500 1500 1500 950
0002 883998 0.481851 0.772596 -70.338142	-3.077340	1500 1500 1500 950
0002 933253 0.481358 0.773726 -70.494835	-3.181251	1500 1500 1500 950
0002 983699 0.481772 0.776235 -70.651772	-3.110983	1500 1500 1500 950
0003 034084 0.483035 0.776738 -70.808739	-3.115355	1500 1500 1500 950
0003 085934 0.483940 0.779201 -70.964867	-3.011146	1500 1500 1500 950
0003 135098 0.486365 0.778878 -71.122086	-3.197847	1500 1500 1500 950
0003 185056 0.486444 0.778868 -71.277390	-3.108690	1500 1500 1500 950
0003 235075 0.484421 0.775960 -71.432770	-3.106425	1500 1500 1500 950
0003 285490 0.484859 0.774826 -71.587608	-3.071280	1500 1500 1500 950
0003 336242 0.486946 0.772087 -71.744957	-3.100343	1500 1500 1500 950
0003 386596 0.486695 0.771015 -71.906525	-3.208637	1500 1500 1500 950
0003 436371 0.488549 0.770456 -72.056847	-3.020029	1500 1500 1500 950
0003 487091 0.488166 0.768035 -72.220421	-3.225044	1500 1500 1500 950
0003 536866 0.488589 0.767139 -72.370956	-3.024321	1500 1500 1500 950
0003 587068 0.487969 0.765842 -72.526428	-3.096924	1500 1500 1500 950
0003 637331 0.487561 0.766567 -72.683426	-3.123524	1500 1500 1500 950
