0000 553990 0.910369 0.101549 -132.092331	-238.438114	1500 1500 1500 950
0000 607640 0.909977 0.103376 -132.086014	0.117747	1500 1500 1500 950
0000 658422 0.905326 0.104277 -132.079193	0.134313	1500 1500 1500 950
0000 708715 0.903480 0.103023 -132.070786	0.167172	1500 1500 1500 950
0000 758856 0.908073 0.101241 -132.063950	0.136334	1500 1500 1500 950
0000 809089 0.909348 0.101362 -132.056732	0.143679	1500 1500 1500 950
0000 859443 0.908365 0.102708 -132.049438	0.144848	1500 1500 1500 950
0000 911354 0.904723 0.102011 -132.041687	0.149322	1500 1500 1500 950
0000 959938 0.903327 0.102453 -132.034119	0.155779	1500 1500 1500 950
0001 010110 0.906759 0.103248 -132.028122	0.119523	1500 1500 1500 950
0001 060525 0.909948 0.104051 -132.022217	0.117131	1500 1500 1500 950
0001 114206 0.908455 0.106541 -132.015228	0.130186	1500 1500 1500 950
0001 162760 0.904787 0.105881 -132.007446	0.160275	1500 1500 1500 950
0001 211039 0.903475 0.107285 -132.000198	0.150126	1500 1500 1500 950
0001 261271 0.907525 0.107945 -131.993408	0.135176	1500 1500 1500 950
0001 311412 0.909038 0.110613 -131.987015	0.127509	1500 1500 1500 950
0001 362377 0.905720 0.111376 -131.979279	0.151794	1500 1500 1500 950
0001 414898 0.903039 0.111371 -131.972641	0.126379	1500 1500 1500 950
0001 463025 0.902951 0.109438 -131.966400	0.129675	1500 1500 1500 950
0001 513898 0.907573 0.110304 -131.959076	0.143971	1500 1500 1500 950
0001 564313 0.908005 0.109895 -131.952667	0.127119	1500 1500 1500 950
0001 613203 0.904564 0.109648 -131.945099	0.154804	1500 1500 1500 950
0001 663557 0.900697 0.108500 -131.938217	0.136667	1500 1500 1500 950
0001 713820 0.902738 0.106477 -131.931778	0.128110	1500 1500 1500 950
0001 764144 0.907646 0.104477 -131.925323	0.128258	1500 1500 1500 950
0001 814376 0.909371 0.104181 -131.918854	0.128797	1500 1500 1500 950
0001 864883 0.905727 0.103480 -131.910751	0.160422	1500 1500 1500 950
0001 916764 0.902496 0.104119 -131.904739	0.115880	1500 1500 1500 950
0001 965379 0.904332 0.105133 -131.897842	0.141869	1500 1500 1500 950
0002 015703 0.908861 0.107292 -131.889206	0.171617	1500 1500 1500 950
0002 066088 0.910083 0.110116 -131.883682	0.109629	1500 1500 1500 950
0002 119799 0.905786 0.110391 -131.876541	0.132954	1500 1500 1500 950
0002 167651 0.903234 0.112789 -131.869797	0.140943	1500 1500 1500 950
0002 216907 0.907695 0.114573 -131.863052	0.136925	1500 1500 1500 950
0002 267170 0.910014 0.114582 -131.855133	0.157557	1500 1500 1500 950
0002 317707 0.906721 0.116207 -131.849655	0.108394	1500 1500 1500 950
0002 368672 0.900708 0.114856 -131.842896	0.132633	1500 1500 1500 950
0002 419972 0.901344 0.117265 -131.835266	0.148721	1500 1500 1500 950
0002 468618 0.904611 0.117787 -131.828934	0.130173	1500 1500 1500 950
0002 520559 0.906219 0.115409 -131.822128	0.131022	1500 1500 1500 950
0002 569327 0.903779 0.114920 -131.814819	0.149872	1500 1500 1500 950
0002 620047 0.898273 0.115037 -131.808273	0.129062	1500 1500 1500 950
